Hyetographs
1
1
0 0
33
0.0 0.5849 
300 0.6216 
600 0.7065 
900 0.8104 
1200 0.9395 
1500 1.1026 
1800 1.313 
2100 1.5912 
2400 1.97 
2700 2.5052 
3000 3.2973 
3300 4.5442 
3600 6.6802 
3900 10.823 
4200 20.6496 
4500 41.2187 
4800 108.0594 
5100 59.2675 
5400 31.6941 
5700 14.5507 
6000 8.3753 
6300 5.4568 
6600 3.8451 
6900 2.86 
7200 2.2132 
7500 1.7653 
7800 1.442 
8100 1.2008 
8400 1.0161 
8700 0.8713 
9000 0.7558 
9300 0.662 
9600 0 
End
