Data exchange - INLET:
"Inlet index"
"Inlet perimeter"
"Mesh element elevation
"Inlet elevation"
"Inlet Zc
            28             0        1.60        3.77       42.28       44.11       44.11
            29             0        1.60        3.77       37.98       39.78       39.78
            30             0        1.60        3.77       40.42       42.19       42.19
            31             0        1.60        3.77       41.61       43.18       43.18
            32             0        1.60        3.77       37.61       39.27       39.27
            33             0        1.60        3.77       38.15       39.56       39.56
            34             0        1.60        3.77       41.99       43.64       43.64
            35             0        1.60        3.77       38.24       40.02       40.02
            36             0        1.60        3.77       38.18       40.07       40.07
            37             0        1.60        3.77       34.46       36.02       36.02
            38             0        1.60        3.77       36.29       38.08       38.08
            39             0        1.60        3.77       34.59       36.37       36.37
            40             0        1.60        3.77       32.87       34.84       34.84
            41             0        1.60        3.77       35.90       37.31       37.31
            42             0        1.60        3.77       33.17       34.81       34.81
            43             0        1.60        3.77       37.42       38.89       38.89
            44             0        1.60        3.77       37.03       39.02       39.02
            45             0        1.60        3.77       35.87       37.51       37.51
            46             0        1.60        3.77       34.11       36.16       36.16
            47             0        1.60        3.77       32.19       33.90       33.90
            48             0        1.60        3.77       31.25       33.19       33.19
            49             0        1.60        3.77       32.53       34.40       34.40
            50             0        1.60        3.77       31.22       32.99       32.99
            51             0        1.60        3.77       29.30       31.29       31.29
            52             0        1.60        3.77       29.23       31.17       31.17
            53             0        1.60        3.77       29.59       31.49       31.49
            54             0        1.60        3.77       31.47       33.59       33.59
            55             0        1.60        3.77       38.51       40.17       40.17
            56             0        1.60        3.77       35.78       37.41       37.41
            57             0        1.60        3.77       31.51       33.33       33.33
            58             0        1.60        3.77       34.45       36.00       36.00
            59             0        1.60        3.77       29.86       33.41       33.41
            60             0        1.60        3.77       29.93       33.53       33.53
            61             0        1.60        3.77       30.02       33.45       33.45
            62             0        1.60        3.77       30.13       33.51       33.51
            63             0        1.60        3.77       38.16       39.63       39.63
            64             0        1.60        3.77       33.37       34.84       34.84
            65             0        1.60        3.77       35.09       35.11       35.11
